,Unnamed: 0,algo-format-size-repetation,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency,size,entropy
56,56,lzw-txt-small-high-7,3.237632607654393,6.0,7071.3779296875,23.94644,0.2503571428571428,1179.5140107695668,10231.5830078125,4.705352269212145
57,57,lzw-txt-small-high-8,3.27247692855452,6.0,6993.41015625,23.94644,0.2503571428571428,1166.5088960560752,10070.849609375,4.704484840465455
58,58,lzw-txt-small-high-9,3.289297305789019,6.0,7115.4892578125,24.12041,0.2558385714285714,1153.0657181087895,10223.6435546875,4.712595678323376
59,59,lzw-txt-small-high-10,3.23945886060242,6.0,6873.4853515625,25.012020000000003,0.2839285714285714,967.8747205199086,9942.7470703125,4.737927081289941
60,60,lzw-txt-small-high-11,3.343648479938928,7.0,8238.6064453125,27.38308,0.25079,1199.6684751646142,11753.8974609375,4.699028969379407
61,61,lzw-txt-small-high-12,3.247291204393244,6.0,6498.0732421875,23.95778,0.2507142857142857,1081.829821128248,9389.5869140625,4.710149967787571
62,62,lzw-txt-small-high-13,3.2574354734945543,6.0,6805.431640625,23.87381,0.2480685714285714,1149.1115690595202,9820.10546875,4.745199811803102
63,63,lzw-txt-small-high-14,3.2961127688633143,6.0,6928.3857421875,23.94644,0.2503571428571428,1155.6627486444363,9945.8271484375,4.726407929383119
64,64,lzw-txt-small-high-15,3.2450653593678416,6.0,6556.2705078125,23.92376,0.2496428571428571,1097.7622259751272,9476.5732421875,4.7201472144534895
65,65,lzw-txt-small-high-16,3.276787033909041,6.0,6739.57421875,24.82069,0.2779,977.0798634963526,9699.69921875,4.736101809803629
66,66,lzw-txt-small-high-17,3.240247543053985,5.0,6142.640625,21.26977,0.2777133333333333,1039.9095887714611,8884.587890625,4.719438832079745
67,67,lzw-txt-small-high-18,3.2914986136396154,6.0,7257.2119140625,24.12828,0.2560857142857143,1174.5137049278642,10424.2275390625,4.710545681781429
68,68,lzw-txt-small-high-19,3.265302692023992,6.0,6712.0078125,23.98114,0.25145,1113.0918141654458,9674.970703125,4.709892003917137
69,69,lzw-txt-small-high-20,3.2757250155392983,6.0,6836.224609375,23.96935,0.2510785714285714,1135.9269867001958,9840.201171875,4.717265146130867
70,70,lzw-txt-small-high-21,3.2504137377146263,6.0,6501.5771484375,23.8657,0.2478128571428571,1099.3113408500606,9390.6357421875,4.700139394665344
71,71,lzw-txt-small-high-22,3.2538605470779407,6.0,6465.0537109375,27.7679,0.3707528571428571,627.9782382813252,9333.4892578125,4.711103788454313
72,72,lzw-txt-small-high-23,3.293353317657988,7.0,7290.3955078125,37.36507,0.5259624999999999,370.962926029079,10469.3193359375,4.698443699091778
73,73,lzw-txt-small-high-24,3.2758751579440384,6.0,6909.18359375,28.56344,0.3958142857142857,611.117553590426,9945.01953125,4.7256981134590434
74,74,lzw-txt-small-high-25,3.2384431235219875,6.0,6605.580078125,24.04891,0.2535857142857142,1083.1554287979516,9556.55078125,4.755519307722787
75,75,lzw-txt-small-high-26,3.2409042297565303,5.0,6466.1904296875,20.52714,0.2504166666666667,1257.930988416671,9351.7177734375,4.738789143023671
76,76,lzw-txt-small-high-27,3.253982654663233,6.0,6805.4912109375,23.94644,0.2503571428571428,1135.163798807832,9824.8095703125,4.732323200338088
77,77,lzw-txt-small-high-28,3.2716670537102166,6.0,6858.95703125,23.94643,0.2503571428571428,1144.0824371914173,9878.306640625,4.712777318084746
78,78,lzw-txt-small-high-29,3.238953167503157,5.0,6235.8212890625,20.5158,0.25,1215.8085551745485,9020.9716796875,4.7467745890506094
79,79,lzw-txt-small-high-30,3.2026300929651765,5.0,6163.4365234375,21.01482,0.2683416666666666,1092.9722618484311,8961.6533203125,4.730070304392806
80,80,lzw-txt-small-high-31,3.2442203639940974,6.0,6487.3046875,25.02359,0.2842928571428572,911.9031835917558,9377.9765625,4.724347869590073
81,81,lzw-txt-small-high-32,3.246881343558883,6.0,6768.7783203125,24.08248,0.2546428571428571,1103.7674541565434,9781.2998046875,4.720264424383906
82,82,lzw-txt-small-high-33,3.236632766085993,5.0,6247.125,20.52714,0.2504166666666667,1215.314057243483,9040.21875,4.722953102875588
83,83,lzw-txt-small-high-34,3.2944648944009978,6.0,7272.9697265625,23.9351,0.25,1215.4483961316228,10442.7587890625,4.6905051100214665
84,84,lzw-txt-small-high-35,3.231699581722512,5.0,6301.4609375,20.52714,0.2504166666666667,1225.8845562581903,9125.076171875,4.715523008634689
85,85,lzw-txt-small-high-36,3.2727760470643528,6.0,7140.25,23.95778,0.2507142857142857,1188.7424306271128,10281.892578125,4.734482887460737
86,86,lzw-txt-small-high-37,3.2640101509229025,6.0,6595.2119140625,23.95846,0.2507357142857143,1097.876924844921,9508.2783203125,4.674161430333439
87,87,lzw-txt-small-high-38,3.24026550953306,6.0,6451.474609375,24.91926,0.2810057142857142,921.316182793262,9331.255859375,4.716710208297967
88,88,lzw-txt-small-high-39,3.310097659120636,6.0,7306.162109375,24.51324,0.2682142857142857,1111.2369689595243,10468.869140625,4.698129194198105
89,89,lzw-txt-small-high-40,3.247625939148795,5.0,6464.0185546875,20.55095,0.2512916666666667,1251.6779597885643,9339.9501953125,4.690484854561876
90,90,lzw-txt-small-high-41,3.275736593175455,6.0,6918.5859375,23.95846,0.2507357142857143,1151.7076255187385,9958.73828125,4.709077115934159
91,91,lzw-txt-small-high-42,3.2224578519469405,6.0,6340.1904296875,23.95869,0.2507428571428571,1055.3843838454284,9192.9736328125,4.741636012809625
92,92,lzw-txt-small-high-43,3.2367730742539904,5.0,6295.29296875,20.53847,0.2508333333333333,1221.975809136598,9109.74609375,4.705784007528233
93,93,lzw-txt-small-high-44,3.2312519744816104,5.0,6331.669921875,20.46948,0.2482966666666666,1245.7777416225042,9169.390625,4.725880733196536
94,94,lzw-txt-small-high-45,3.244869807562566,6.0,6550.880859375,25.14852,0.2882285714285714,903.7540157251602,9469.037109375,4.752446776619618
95,95,lzw-txt-small-high-46,3.262543265343259,6.0,6896.859375,24.58126,0.2703571428571428,1037.7897628840003,9945.13671875,4.686601745356698
96,96,lzw-txt-small-high-47,3.27018157422146,6.0,6952.71484375,23.94644,0.2503571428571428,1159.7208709011932,10015.33984375,4.745228147993174
97,97,lzw-txt-small-high-48,3.2572189008904924,6.0,6471.658203125,23.92376,0.2496428571428571,1083.5949960190185,9338.751953125,4.677708203344976
98,98,lzw-txt-small-high-49,3.316934668944008,6.0,6838.2109375,23.94689,0.2503714285714286,1140.5349724716411,9789.615234375,4.68774630773019
99,99,lzw-txt-small-high-50,3.251895220010176,6.0,6517.6796875,23.91151,0.2492571428571428,1093.5493786500078,9411.98828125,4.714561868623531
100,100,lzw-txt-large-low-1,3.91624273393527,31.0,28555.1083984375,110.53922,0.2577296874999999,1002.3120930750712,38346.8544921875,4.523264026664499
101,101,lzw-txt-large-low-2,3.914629305321705,29.0,28322.380859375,102.55138999999998,0.2497966666666666,1105.6090081910188,38039.69921875,4.524571248265374
102,102,lzw-txt-large-low-3,3.9265046802511177,29.0,28881.708984375,104.45577999999998,0.2637963333333333,1048.145698889699,38750.720703125,4.525655156990132
103,103,lzw-txt-large-low-4,3.911538030236612,31.0,30122.033203125,109.33755,0.249448125,1104.4211143392488,40467.779296875,4.52677969159703
104,104,lzw-txt-large-low-5,3.9754391245606806,34.0,32802.6240234375,121.18766,0.259528,1042.9559508740251,43827.0888671875,4.528653749455699
105,105,lzw-txt-large-low-6,3.994278248884762,32.0,31518.486328125,114.62198,0.2619293939393939,1049.816049769188,42044.724609375,4.521452041933845
106,106,lzw-txt-large-low-7,3.9682363616941614,32.0,32237.23828125,113.08955,0.2516881818181818,1132.5894970678803,43097.9765625,4.5516729996025145
107,107,lzw-txt-large-low-8,3.9917569664687855,36.0,34490.283203125,128.47687,0.2616986486486486,1025.818041084395,46018.720703125,4.522711327197572
108,108,lzw-txt-large-low-9,4.020669686927848,36.0,34334.0703125,123.95039,0.2552413888888889,1085.2412563225437,45700.447265625,4.537836499392893
109,109,lzw-txt-large-low-10,3.937830707437416,31.0,30194.2666015625,110.371,0.2565703124999999,1066.2599693301397,40472.0087890625,4.5276911810380325
110,110,lzw-txt-large-low-11,3.9960408589950016,39.0,36183.115234375,138.78811000000002,0.2611155,998.4378606731418,48260.091796875,4.554995659171
111,111,lzw-txt-large-low-12,3.947737095963017,32.0,31022.802734375,112.72423999999998,0.2492469696969697,1104.164623080473,41547.080078125,4.529267931531699
112,112,lzw-txt-large-low-13,3.928633988862389,30.0,29571.595703125,107.97601999999998,0.2640693548387097,1037.1210290323156,39668.998046875,4.556552628925823
113,113,lzw-txt-large-low-14,3.9089569737081886,29.0,28558.3896484375,102.56673999999998,0.24991,1114.1496501189818,38375.7880859375,4.530402049046122
114,114,lzw-txt-large-low-15,3.898519188396589,28.0,28226.4931640625,101.43060999999996,0.2672693103448276,1041.2111130610629,37964.7392578125,4.533612974067272
115,115,lzw-txt-large-low-16,4.469591038313965,30.0,31659.869140625,106.80940999999996,0.2557703225806451,1158.9093004208785,40784.826171875,4.960681417786483
116,116,lzw-txt-large-low-17,4.022828786586,41.0,37413.5341796875,144.67716,0.2556002380952381,1011.736703919334,49790.5283203125,4.521032137941456
117,117,lzw-txt-large-low-18,3.923504482592061,30.0,29269.6015625,107.97193,0.2640403225806452,1026.681393610151,39281.421875,4.526580129844775
118,118,lzw-txt-large-low-19,3.985829254982428,34.0,33394.48828125,121.42978,0.2610534285714285,1053.4651747118758,44578.814453125,4.526293227376544
119,119,lzw-txt-large-low-20,3.920201751911036,33.0,32081.3193359375,116.94774,0.254485294117647,1077.947713784428,43067.3134765625,4.534310752013101
120,120,lzw-txt-large-low-21,3.910521314464608,27.0,27135.3359375,95.89074999999998,0.2511839285714285,1126.5919365508964,36458.5234375,4.536643875217544
121,121,lzw-txt-large-low-22,3.951917422497112,31.0,30834.224609375,109.57862,0.251109375,1120.5836402942018,41279.71484375,4.5283684815741285
122,122,lzw-txt-large-low-23,3.978527694838207,36.0,34271.509765625,126.62619,0.2506681081081081,1079.718676920666,45777.701171875,4.576868632931417
123,123,lzw-txt-large-low-24,3.895615223131266,28.0,27468.0322265625,99.18282999999995,0.2501758620689655,1106.9949695673483,36954.1103515625,4.527292577508978
124,124,lzw-txt-large-low-25,3.9372013836745823,31.0,30713.603515625,110.05198,0.2543715625,1097.145826410205,41170.361328125,4.52885256345331
125,125,lzw-txt-large-low-26,3.933914150445135,32.0,30780.38671875,112.9766,0.2509333333333333,1085.7434438462185,41271.623046875,4.524312349965328
126,126,lzw-txt-large-low-27,4.020459743236899,33.0,32847.1103515625,116.56412999999998,0.2519970588235293,1118.2445004659355,43721.9814453125,4.525751770333296
127,127,lzw-txt-large-low-28,3.825765033447055,29.0,28486.3662109375,102.58867999999995,0.250071,1110.3867748323742,38567.3056640625,4.665913157633816
128,128,lzw-txt-large-low-29,3.9392636164139456,32.0,31313.6630859375,112.78870999999998,0.2496778787878788,1111.9574758918866,41967.2373046875,4.552464937416367
129,129,lzw-txt-large-low-30,3.9209144570940144,31.0,29514.208984375,110.0512,0.2543665624999999,1054.329467139674,39618.650390625,4.531082306499659
130,130,lzw-txt-large-low-31,3.925340935553082,31.0,30326.1181640625,109.59919,0.25125125,1101.288862790175,40692.8134765625,4.528764841671307
131,131,lzw-txt-large-low-32,3.9568721066234542,33.0,31191.033203125,114.27662,0.2596212121212121,1051.3134029272824,41739.69140625,4.540235342217065
132,132,lzw-txt-large-low-33,3.962391054483963,31.0,30465.623046875,110.29744,0.25606375,1078.6896961256905,40749.755859375,4.519887308333597
133,133,lzw-txt-large-low-34,3.9909823550667176,51.0,50133.4033203125,178.11478,0.2513196153846154,1119.9556952979983,66894.9208984375,4.904876835867755
134,134,lzw-txt-large-low-35,3.997003447375562,33.0,32979.5703125,116.58560999999996,0.2521364705882353,1121.926417611409,43983.751953125,4.718097182050905
135,135,lzw-txt-large-low-36,3.962798643456461,39.0,36784.6728515625,137.30458,0.25293625,1059.1825043612146,49200.1884765625,4.814147822582415
136,136,lzw-txt-large-low-37,3.953243254816096,32.0,30039.4501953125,109.2525,0.2488621875,1104.8458322277334,40211.1318359375,4.512783021514483
137,137,lzw-txt-large-low-38,3.975264738618532,35.0,32818.83203125,125.01129,0.2617402777777777,1003.00552534461,43849.390625,4.525849594280228
138,138,lzw-txt-large-low-39,3.970407691702194,33.0,31987.4501953125,116.45146,0.2512661764705882,1093.20259450073,42756.1572265625,4.524443387122918
139,139,lzw-txt-large-low-40,4.278704255316806,60.0,58152.87890625,210.66413,0.257544262295082,1071.8370044390715,75889.421875,4.50764110758073
140,140,lzw-txt-large-low-41,4.667986459497075,96.0,92885.6318359375,335.86645,0.2595357731958763,1065.5766329349624,118208.9619140625,3.996448433734077
141,141,lzw-txt-large-low-42,3.957929775458546,36.0,33525.5400390625,123.85848,0.2546783333333334,1062.8158859839857,44859.6630859375,4.705242058606555
142,142,lzw-txt-large-low-43,5.134748251347753,112.0,109703.7705078125,390.70414,0.2584371681415929,1086.4720735596215,136235.9228515625,3.805776499529632
143,143,lzw-txt-large-low-44,4.012507010656197,39.0,35039.33984375,134.01374,0.2347925,1113.5824239961746,46670.62890625,4.515179958374553
144,144,lzw-txt-large-low-45,4.783686307326836,95.0,90746.4765625,331.84005,0.2582405208333333,1058.9527498964517,114730.091796875,3.9407290134105026
145,145,lzw-txt-large-low-46,4.405741734478518,68.0,69426.6572265625,236.85064,0.2529368115942029,1158.8831622225084,89811.8369140625,4.528454573840976
146,146,lzw-txt-large-low-47,3.9312516794352415,31.0,31362.2861328125,109.99459,0.25397625,1122.647157431284,42061.5673828125,4.693166684023338
147,147,lzw-txt-large-low-48,3.942208352840552,31.0,29924.7529296875,109.17506,0.2483284375,1103.7753174879117,40095.6005859375,4.53332569781749
148,148,lzw-txt-large-low-49,3.950312731747765,33.0,31578.119140625,116.6717,0.252695,1071.0853625047505,42281.431640625,4.528414957485575
149,149,lzw-txt-large-low-50,3.926727592054553,29.0,28732.66796875,102.35202999999998,0.2483316666666666,1130.439671738159,38550.00390625,4.533326353568321
150,150,lzw-txt-large-high-1,3.785575203971269,32.0,30503.5283203125,112.9834,0.2509793939393939,1075.71536208801,41454.0595703125,4.706966118023924
151,151,lzw-txt-large-high-2,3.7182694589258687,29.0,27655.0576171875,102.28336,0.2478263333333333,1090.9934170103732,37828.8310546875,4.708205613259466
152,152,lzw-txt-large-high-3,3.768973290505143,28.0,27479.2314453125,99.61198999999996,0.2534393103448276,1088.476325548865,37403.2099609375,4.689467296436681
153,153,lzw-txt-large-high-4,3.727193818780546,27.0,26191.1171875,95.5701,0.2486585714285714,1102.1191511842342,35794.8046875,4.710899527026705
154,154,lzw-txt-large-high-5,3.622008227691345,25.0,22682.36328125,87.39528999999999,0.2668736,972.5113081978254,31333.123046875,4.740143067526994
155,155,lzw-txt-large-high-6,3.815979061135492,29.0,27756.599609375,101.92245,0.2451733333333333,1110.7675260405997,37613.419921875,4.656637067544106
156,156,lzw-txt-large-high-7,3.759189150548968,28.0,26913.3896484375,101.31158999999997,0.2663641379310345,997.3176725098824,36667.4833984375,4.70328572320163
157,157,lzw-txt-large-high-8,3.7443968647261503,28.0,27082.5498046875,99.15855,0.2499910344827585,1092.5339701231271,36950.8564453125,4.729805673792271
158,158,lzw-txt-large-high-9,3.745246171721201,26.0,25228.9892578125,94.54458,0.2681611111111111,995.101586216372,34419.0537109375,4.716561847169626
159,159,lzw-txt-large-high-10,3.7533274346770056,26.0,25775.7802734375,92.44719,0.2510296296296296,1110.6906620123511,35137.4638671875,4.692905174282878
160,160,lzw-txt-large-high-11,3.749363243180537,28.0,27217.912109375,101.30038,0.2662789655172414,1009.0364894744112,37117.626953125,4.687384882452145
161,161,lzw-txt-large-high-12,3.725838379608315,25.0,24815.7451171875,88.92517999999998,0.2501980769230769,1115.3690766655127,33919.6396484375,4.6667164913063335
162,162,lzw-txt-large-high-13,3.756293362839352,30.0,28608.2255859375,108.15446,0.2653387096774193,996.8868690863014,38987.4638671875,4.722658050080516
163,163,lzw-txt-large-high-14,3.7826958077284014,28.0,27225.2490234375,99.23972999999998,0.2506086206896551,1094.6878065178616,37009.0166015625,4.665041409497126
164,164,lzw-txt-large-high-15,3.745054773834613,30.0,27459.158203125,108.11619999999998,0.2650667741935483,958.1668765657964,37462.294921875,4.709443806866682
165,165,lzw-txt-large-high-16,3.8026356693779655,26.0,25549.4453125,92.36788,0.2503822222222222,1104.7321939243684,34665.666015625,4.829895271074844
166,166,lzw-txt-large-high-17,3.851180242393633,35.0,33121.837890625,124.86784999999998,0.2608613888888889,1016.8432054247652,44738.724609375,4.722462006212787
167,167,lzw-txt-large-high-18,3.73880513563929,26.0,25066.0634765625,93.71840999999998,0.2614129629629629,1023.13773783286,34218.2529296875,4.686407009376853
168,168,lzw-txt-large-high-19,3.80705351261655,31.0,29914.0126953125,110.20736,0.2554425,1062.6027086111924,40570.7431640625,4.71136536024999
169,169,lzw-txt-large-high-20,3.7803338528833135,30.0,28753.46875,107.37484,0.2597925806451613,1030.7681026411074,39095.201171875,4.672389710930435
170,170,lzw-txt-large-high-21,3.726865064162392,25.0,24508.97265625,90.02146999999998,0.2594973076923077,1049.1706924099178,33496.939453125,4.671584490336897
171,171,lzw-txt-large-high-22,3.79378516990152,31.0,29770.3837890625,109.35238,0.249550625,1090.9316254636335,40426.3154296875,4.721730545481143
172,172,lzw-txt-large-high-23,3.689683348801222,24.0,23790.7587890625,85.37202,0.2490256,1119.0480664220436,32635.9482421875,4.685102892617647
173,173,lzw-txt-large-high-24,3.873795661908373,44.0,39695.099609375,151.10225999999997,0.2532729545454545,1037.2348959448686,53507.876953125,4.741877282757757
174,174,lzw-txt-large-high-25,3.746019135518549,29.0,28218.671875,102.63569999999996,0.2504166666666667,1097.9306034833248,38494.8828125,4.699308909714551
175,175,lzw-txt-large-high-26,3.7428673996477806,28.0,27465.7294921875,101.31379,0.2663806896551724,1017.7001475117164,37479.2392578125,4.748111150665093
176,176,lzw-txt-large-high-27,3.741556356322537,29.0,27005.92578125,102.19993999999998,0.2472133333333333,1068.8986742877078,36856.5078125,4.705491575394247
177,177,lzw-txt-large-high-28,3.811965886971739,30.0,28788.330078125,107.44290999999998,0.2602770967741936,1029.4440727407211,39026.125,4.698837174081302
178,178,lzw-txt-large-high-29,3.743244777845508,25.0,24628.4765625,88.89940999999999,0.2499796153846153,1108.2406461120602,33606.33984375,4.695136103894279
179,179,lzw-txt-large-high-30,3.839460988137396,28.0,27175.5771484375,101.23466,0.2657789655172414,1010.017598539156,36746.2587890625,4.808639687079694
180,180,lzw-txt-large-high-31,3.76298470547541,28.0,27395.576171875,99.92036,0.2557844827586207,1071.8950228183287,37310.787109375,4.694687811377447
181,181,lzw-txt-large-high-32,3.7924555501252137,30.0,28791.634765625,105.93784999999998,0.24957,1088.987239267224,39102.142578125,4.700313335683573
182,182,lzw-txt-large-high-33,3.665460820294257,29.0,27331.9892578125,102.9767,0.2529233333333333,1049.4055923255398,37586.1220703125,4.79314353784988
183,183,lzw-txt-large-high-34,3.825707903046722,37.0,33645.908203125,129.71587,0.2487373684210526,1042.7930009827085,45552.98046875,4.7358617071846005
184,184,lzw-txt-large-high-35,3.764929016233258,29.0,27837.818359375,103.26009,0.2550066666666666,1057.185415452158,37906.00390625,4.691900567939204
185,185,lzw-txt-large-high-36,3.718199692798143,24.0,23817.69921875,85.21209999999999,0.2476148,1128.8128356478474,32580.005859375,4.695185586865095
186,186,lzw-txt-large-high-37,3.7766983399760687,29.0,28077.9248046875,103.19116,0.2545,1069.140362440875,38189.9072265625,4.740924246258195
187,187,lzw-txt-large-high-38,3.7595079099963815,26.0,25992.705078125,92.41248,0.2507462962962963,1121.7248137996748,35412.03125,4.710540270174035
188,188,lzw-txt-large-high-39,3.770787521162912,31.0,29563.9619140625,110.01796,0.2541371875,1057.379355691456,40233.8388671875,4.706149819280161
189,189,lzw-txt-large-high-40,3.7263135577825617,23.0,23156.828125,82.04122000000001,0.2497979166666666,1129.9471999097088,31650.65234375,4.684744230097389
190,190,lzw-txt-large-high-41,3.7923972972102833,28.0,27104.142578125,99.46906,0.2523527586206896,1079.7907499972653,36810.548828125,4.6718871028223665
191,191,lzw-txt-large-high-42,3.741372630850685,26.0,25941.2451171875,92.17636,0.2488181481481481,1131.069287181396,35404.1123046875,4.750838356827828
192,192,lzw-txt-large-high-43,3.695620886153412,26.0,25379.955078125,92.54688999999998,0.2518437037037037,1088.9248840806972,34795.208984375,4.69594116116012
193,193,lzw-txt-large-high-44,3.73223367904776,32.0,30271.2333984375,113.00743,0.2511393939393939,1066.6164476112906,41350.5322265625,4.782567398502424
194,194,lzw-txt-large-high-45,3.779962788498748,30.0,28482.076171875,107.50136,0.2606929032258064,1016.3153297578004,38727.564453125,4.7437714303599225
195,195,lzw-txt-large-high-46,3.669703260010429,23.0,23069.5263671875,82.01693,0.2495745833333333,1127.0282819321797,31710.7587890625,4.695760599511046
196,196,lzw-txt-large-high-47,3.763100777271562,29.0,27382.927734375,105.31192,0.27009,962.706368370954,37293.14453125,4.679671740233804
197,197,lzw-txt-large-high-48,3.8102602124174254,29.0,28176.05859375,102.61039,0.2502303333333333,1097.3595538284717,38202.197265625,4.717544842355451
198,198,lzw-txt-large-high-49,3.799464930997808,30.0,28989.4052734375,107.90192999999996,0.2635422580645162,1019.4356812288512,39344.7431640625,4.774989782905905
199,199,lzw-txt-large-high-50,3.751666931197771,29.0,27901.34375,102.68265,0.2507616666666666,1083.5947788503536,38041.140625,4.709462818330661
200,200,lzw-pdf-small-low-1,1.374836303489611,14.0,3838.36328125,53.16457,0.277568,260.1083980236582,14078.46875,7.712087836710171
201,201,lzw-pdf-small-low-2,1.3673841322158762,15.0,4063.1953125,54.70903,0.250003125,297.0730442995213,15122.99609375,7.722132290365453
202,202,lzw-pdf-small-low-3,1.364959298242847,14.0,3977.0341796875,51.1981,0.248656,312.3967708539595,14874.2333984375,7.728705364276996
203,203,lzw-pdf-small-low-4,1.381910469497869,14.0,4038.037109375,52.55312,0.268578,286.08913574572364,14611.29296875,7.718079746403385
204,204,lzw-pdf-small-low-5,1.369642617996057,15.0,4021.5947265625,54.91033,0.252778125,289.73753495657587,14901.2783203125,7.724370536724231
205,205,lzw-pdf-small-low-6,1.3787132561135844,14.0,4058.2919921875,51.26704999999999,0.24967,317.0579167813584,14774.2939453125,7.71692614976118
206,206,lzw-pdf-small-low-7,1.362065293926657,14.0,3835.453125,50.96482,0.2452266666666666,306.8869986541419,14428.716796875,7.734535612812952
207,207,lzw-pdf-small-low-8,1.372106197928152,14.0,3964.7646484375,53.33518,0.280076,265.41639857672794,14619.6923828125,7.730596548988367
208,208,lzw-pdf-small-low-9,1.367844682834963,14.0,3906.474609375,51.29179,0.2500333333333333,304.606551304443,14526.376953125,7.717319581799004
209,209,lzw-pdf-small-low-10,1.3612923625455946,15.0,4125.2841796875,54.38054,0.2454756249999999,309.0309528791229,15543.4169921875,7.734025501131288
210,210,lzw-pdf-small-low-11,1.369436897768221,16.0,4199.2470703125,59.45325999999999,0.2671905882352941,264.3471293137715,15565.8623046875,7.72904525893127
211,211,lzw-pdf-small-low-12,1.3779879413341225,15.0,4147.0673828125,55.96168,0.267269375,277.26889404049194,15118.4951171875,7.727566846403948
212,212,lzw-pdf-small-low-13,1.3832422861472375,14.0,4095.955078125,51.27815999999999,0.2498333333333333,319.7218883425346,14783.59375,7.705356167411249
213,213,lzw-pdf-small-low-14,1.3701505154841225,15.0,4131.3916015625,54.5914,0.248381875,304.68581048974283,15292.7744140625,7.725807128073703
214,214,lzw-pdf-small-low-15,1.363841247323707,14.0,3790.0625,51.74340999999999,0.2566733333333333,285.37148475187456,14206.865234375,7.718552491069146
215,215,lzw-pdf-small-low-16,1.3779749049238967,14.0,3915.5166015625,51.66611,0.2555373333333333,296.57118129115946,14274.7138671875,7.71364416264178
216,216,lzw-pdf-small-low-17,1.365159333925105,14.0,3739.3271484375,51.39382,0.251534,289.2583245201615,13979.5888671875,7.7211443885340065
217,217,lzw-pdf-small-low-18,1.3653723317144766,15.0,3804.0947265625,54.8198,0.25153,275.8824570864823,14215.6513671875,7.7163850744093425
218,218,lzw-pdf-small-low-19,1.3655050405928744,14.0,3873.814453125,51.26705,0.24967,302.645433810516,14472.33984375,7.718833141277091
219,219,lzw-pdf-small-low-20,1.3647796273006705,14.0,3711.1845703125,50.753420000000006,0.2421186666666666,302.00836205015173,13884.9560546875,7.714362650198196
220,220,lzw-pdf-small-low-21,1.3687718101623387,14.0,4016.94921875,51.32442999999999,0.2505133333333333,312.42182208266263,14909.7265625,7.720634626244171
221,221,lzw-pdf-small-low-22,1.3750065365173436,14.0,3865.8193359375,50.91243000000001,0.244456,310.6111394763012,14174.4912109375,7.722324867462208
222,222,lzw-pdf-small-low-23,1.380259194275205,14.0,3969.201171875,51.33575,0.25068,308.4349001050779,14407.34765625,7.713327844785033
223,223,lzw-pdf-small-low-24,1.3749711039642114,13.0,3833.4072265625,47.82462,0.2492821428571428,321.5453696820289,14056.6142578125,7.718660702530195
224,224,lzw-pdf-small-low-25,1.361188556224208,14.0,3736.2021484375,51.60713,0.25467,284.2777503614496,14080.3896484375,7.720940280580837
225,225,lzw-pdf-small-low-26,1.3622215697945208,14.0,3792.8369140625,51.18252999999999,0.2484266666666666,298.29378670231813,14263.8779296875,7.728551193476388
226,226,lzw-pdf-small-low-27,1.3537630589869072,15.0,3817.150390625,54.17376,0.2426249999999999,290.4121239749012,14607.283203125,7.737048852083973
227,227,lzw-pdf-small-low-28,1.3585583461374402,14.0,3795.771484375,51.30129,0.2501733333333333,295.75408905970727,14381.974609375,7.726368345920851
228,228,lzw-pdf-small-low-29,1.371791788016892,14.0,4051.3955078125,51.69808,0.2560066666666666,306.1110119343262,14948.3427734375,7.7236253909406996
229,229,lzw-pdf-small-low-30,1.3731846128041552,15.0,4032.65625,54.231750000000005,0.243425,305.47270178122346,14838.71875,7.716973114132765
230,230,lzw-pdf-small-low-31,1.3623351162737312,14.0,3853.4375,51.26705,0.24967,301.0534649919586,14488.447265625,7.719942809900994
231,231,lzw-pdf-small-low-32,1.362768404944085,14.0,3761.8623046875,51.27982,0.2498573333333333,293.6055781708003,14131.7353515625,7.723981884058126
232,232,lzw-pdf-small-low-33,1.3695484001620088,14.0,3920.533203125,51.12301000000001,0.2475526666666666,309.7855179181424,14529.517578125,7.717720739746258
233,233,lzw-pdf-small-low-34,1.3660424816737249,14.0,4003.701171875,51.30131,0.2501733333333333,311.9551680599182,14941.505859375,7.726545784725112
234,234,lzw-pdf-small-low-35,1.3607711668418467,15.0,3933.166015625,54.60274,0.248538125,289.82431890396515,14835.2734375,7.727073351014613
235,235,lzw-pdf-small-low-36,1.3643394695928437,14.0,3852.9482421875,51.76561000000001,0.257,289.6134423329725,14428.1083984375,7.727143902125913
236,236,lzw-pdf-small-low-37,1.3673145714998411,14.0,3943.056640625,51.15062,0.247958,310.8880212621364,14677.87890625,7.722838779385158
237,237,lzw-pdf-small-low-38,1.369061439341802,14.0,4083.7578125,51.313770000000005,0.2503566666666666,317.8827009983888,15149.009765625,7.728253080990163
238,238,lzw-pdf-small-low-39,1.3595322317788765,14.0,3802.52734375,51.33623,0.2506873333333333,295.4717627249623,14378.845703125,7.727394083233054
239,239,lzw-pdf-small-low-40,1.383618521318711,15.0,4329.7216796875,54.7215,0.250175,316.2700579911944,15616.2509765625,7.722878765065702
240,240,lzw-pdf-small-low-41,1.3711644592462204,14.0,3997.3056640625,51.221700000000006,0.2490033333333333,313.406651854465,14766.9404296875,7.715653418980132
241,241,lzw-pdf-small-low-42,1.3626187273610897,15.0,4115.43359375,54.42834,0.246134375,307.19789679818126,15464.63671875,7.733156822222508
